Preview,Type,PriceLastSent,ID,WordCount,LengthCat,BestTime,Theme | Tags,LastUsedDate,LastUsedBy,TimesUsed,LastUsedPage,Explicitness
I’m in the mood to play... you in or just watching? 😏😈,BUMP,$0,C06368,12,Short,Late Night,,2025-08-25 07:23,George,2,Kay Claire,OTHER
What’s your favorite way to drive me wild when no one’s watching?,BUMP,$0,C06369,12,Short,Late Night,,,,,,OTHER
"If I sent you a little something spicy, would you open it or tease me first? 😈",BUMP,$0,C06370,17,Short,Evening,,,,,,OTHER
Wanna play a lil game? 😏,BUMP,$0,C06371,6,Short,Evening,,2025-08-09 22:27,Camsy,3,Cali Love,OTHER
cum on baby i know your **cock is throbbing** right now 🍆💦,BUMP,$0,C06372,12,Short,Overnight,,2025-07-28 05:57,Camsy,2,Tessa Thomas,OTHER
I’m not here for games but I’m definitely here for some fun 🤭,BUMP,$0,C06373,13,Short,Evening,,,,,,OTHER
goood morning daddyy cum play with me this fine morning 😘😘,BUMP,$0,C06374,11,Short,Morning,,2025-08-09 22:28,Camsy,1,Cali Love,OTHER
come spank me daddy ive been a naughty girl 😈🔥,BUMP,$0,C06375,10,Short,Evening,,2025-07-30 01:14,Camsy,3,Mia Foster,OTHER
"good morningg, any morning wood for me?",BUMP,$0,C06376,7,Short,Afternoon,,2025-08-01 10:12,George,3,Tori Rae,OTHER
"You forgot your treat, what are you doing? 👀",BUMP,$0,C06377,9,Short,Evening,,,,,,OTHER
I lowkey wanna make you cum for me 😈,BUMP,$0,C06378,9,Short,Evening,,2025-07-24 03:57,Camsy,1,Mia Foster,OTHER
do u want this ass riding on your cock daddy 😈,BUMP,$0,C06379,11,Short,Afternoon,,2025-07-28 05:57,Camsy,1,Cali Love,OTHER
**THIRSTY THURSDAY** ❤️‍🔥 the only thing that im thirsty for is your cumshot dadddyy 🥵,BUMP,$0,C06380,15,Short,Late Night,,,,,,CUMSHOT
hope your weekend was amazing3 Got some big things coming soon hehe,BUMP,$0,C06381,12,Short,Evening,,,,,,OTHER
What if I told you I’m still wet? 🙈💦,BUMP,$0,C06382,9,Short,Evening,,,,,,OTHER
"I’m still dripping from earlier... couldn’t stop thinking about how good you make me feel 💦Ready for round two, or do I have to beg? 😘",BUMP,$0,C06383,26,Medium,Late Night,,2025-07-24 04:57,Lyn,1,Corvette Mikayla,OTHER
Just replayed that last vid I sent you... and let’s just say I got a little messy after 😏 Should I show you what happened next?,BUMP,$0,C06384,26,Medium,Evening,,,,,,OTHER
I've been teasing myself thinking about you all day... and now I’m aching for a little release 😈 Wanna be the one to help me finish what I started?,BUMP,$0,C06385,29,Medium,Afternoon,,,,,,OTHER
unsending bundle after tonight 🥵🤫,BUMP,$0,C06386,5,Short,Late Night,,,,,,BUNDLE
"You know that look I give when I’m about to do something bad? Yeah, I’m wearing it right now... wanna see what comes next? 😈",BUMP,$0,C06387,25,Medium,Late Night,,,,,,OTHER
"wet and horny, wyd baby 😏😘",BUMP,$0,C06388,6,Short,Evening,,2025-07-28 05:57,Camsy,2,Mia Foster,OTHER
i'm so in the mood to get naughty with you 🥵,BUMP,$0,C06389,11,Short,Morning,,2025-07-28 05:58,Camsy,3,Cali Love,OTHER
How are you doingg,BUMP,$0,C06390,4,Short,Evening,,2025-07-28 05:58,Camsy,1,Mia Foster,OTHER
"back or front? just pick one.. no mercy, no maybes 😈",BUMP,$0,C06391,11,Short,Evening,,2025-07-24 03:57,Camsy,1,Mia Foster,OTHER
Happy new years daddy I’m so excited to make this year our horniest 😩🤩,BUMP,$0,C06392,14,Short,Morning,,,,,,OTHER
babe i need company all my friends cancelled on me and now im stuck home alone and hornyyy we should celebrate our own way 😍🥵,BUMP,$0,C06393,25,Medium,Late Night,,,,,,OTHER
I wore something very risky tonight... no one knows but you. Wanna see what I slipped underneath? 👀,BUMP,$0,C06394,18,Short,Late Night,,,,,,OTHER
"heyy im so close to my best day of the month, if you can help out and tip $20 ill send you any piece of my content you want",BUMP,$0,C06395,29,Medium,Evening,,,,,,OTHER
I’m lying here with no panties on... Wanna know where my fingers are? 😏,BUMP,$0,C06396,14,Short,Evening,,,,,,OTHER
I can’t stop thinking about last night’s position... Wanna remind me how good it felt? 😈,BUMP,$0,C06397,16,Short,Afternoon,,,,,,OTHER
Good morninggg handsome 😍 im going to be making custom content on monday/tuesday and sending them out for my **new years special gift** just for you 🥳🎆😘 My customs are typically ***$175*** minimum but i am going to be doing any solo requests for ***$75*** no matter the request ***lets get freaky this new year just me and you🍾🥂🥳🎆***,BUMP,$0,C06398,59,Long,Afternoon,,,,,,SOLO
i cant wait to make you cum the hardest you ever have daddy lets make 2024 amazing😍😋,BUMP,$0,C06399,17,Short,Afternoon,,,,,,OTHER
ALERT after today the discount goes away for my customs 🥰🥰 don’t miss out on the chance to control me just how you like at the best rate 🤪,BUMP,$0,C06400,29,Medium,Evening,,,,,,OTHER
***Don’t forget to spoil yourself with my sweet pussy getting pounded 😩🥰*** That nude set is gonna have you hard for the whole year,BUMP,$0,C06401,24,Medium,Late Night,,,,,,OTHER
just caught myself moaning your name in my head 🫣 how about you make me moan it fr?,BUMP,$0,C06402,18,Short,Morning,,,,,,OTHER
ready to fuck myself silly 😈🙈,BUMP,$0,C06403,6,Short,Evening,,,,,,OTHER
Sooo are you gonna make me spread my legs or what? 😏,BUMP,$0,C06404,12,Short,Evening,,2025-08-05 10:16,George,2,Tori Rae,OTHER
What you got going there? 💋,BUMP,$0,C06405,6,Short,Evening,,,,,,OTHER
Hey. I just thought of something dirty and then I thought of you 🤭,BUMP,$0,C06406,14,Short,Evening,,,,,,OTHER
Rate your tongue game from 1-10 👀,BUMP,$0,C06407,7,Short,Afternoon,,2025-07-24 09:34,Mayette,1,,OTHER
Spoil me with attention and I might give everything to you 😉,BUMP,$0,C06408,12,Short,Morning,,2025-08-25 07:25,George,3,Kay Claire,OTHER
I'm bent over are you ready? 😏,BUMP,$0,C06409,7,Short,Morning,,2025-07-30 01:15,Camsy,3,Mia Foster,OTHER
"I’m not usually this patient, I won't wait for long 👀",BUMP,$0,C06410,11,Short,Evening,,2025-07-24 09:35,Mayette,1,,OTHER
You’ve been quiet... too quiet. Tempted yet? 😏,BUMP,$0,C06411,8,Short,Afternoon,,2025-07-24 09:35,Mayette,1,,OTHER
There’s a lot of room in this bed to get dirty 😈 wanna see?,BUMP,$0,C06412,14,Short,Evening,,2025-08-16 10:44,George,2,Kay Claire,OTHER
Let’s make mess 💦,BUMP,$0,C06413,4,Short,Afternoon,,2025-07-28 05:59,Camsy,2,Mia Foster,OTHER
Think you can handle how well I ride? 😈,BUMP,$0,C06414,9,Short,Evening,,2025-08-05 10:20,George,2,Tori Rae,OTHER
Would it be wrong to say I’m already wet and waiting for your to make a move? 🫣,BUMP,$0,C06415,18,Short,Morning,,2025-07-24 05:01,Lyn,1,Corvette Mikayla,OTHER
I’m not looking for small talk at this hour. I’m looking for trouble 😈,BUMP,$0,C06416,14,Short,Evening,,2025-07-24 09:35,Mayette,1,,OTHER
I’m laying here thinking about your hands... wanna guess where I want them most? 🔥,BUMP,$0,C06417,15,Short,Afternoon,,2025-07-24 05:09,Lyn,1,Corvette Mikayla,OTHER
Do you think you could make me cum baby? 🐱💦,BUMP,$0,C06418,10,Short,Evening,,2025-08-07 09:33,Camsy,2,Tessa Thomas,OTHER
Did I cross your mind or just your fantasies?🤭😉,BUMP,$0,C06419,9,Short,Evening,,,,,,OTHER
"Still being a tease, or saving that energy for me baby?🥵",BUMP,$0,C06420,11,Short,Late Night,,2025-07-24 05:11,Lyn,1,Corvette Mikayla,OTHER
What’s something soft that makes you think dirty thoughts?🤭🍑,BUMP,$0,C06421,9,Short,Evening,,2025-07-24 05:10,Lyn,1,Corvette Mikayla,OTHER
What’s the hottest compliment someone’s ever given your body?🥵,BUMP,$0,C06422,9,Short,Afternoon,,2025-07-24 05:05,Lyn,1,Corvette Mikayla,OTHER
"Do you like it rough, romantic, or a perfect mix of both?🤭😉",BUMP,$0,C06423,12,Short,Late Night,,,,,,OTHER
Still awake babe? do u have time to play with me rn?,BUMP,$0,C06424,12,Short,Late Night,,,,,,OTHER
Watch me play with myself daddy 💋 dont miss out 🥰,BUMP,$0,C06425,11,Short,Morning,,2025-07-24 05:04,Lyn,1,Corvette Mikayla,OTHER
what’s your favorite part of me baby? I’m curious 😘,BUMP,$0,C06426,10,Short,Afternoon,,2025-08-05 10:21,George,2,Tori Rae,OTHER
Think you can hit the back of my throat baby? 😋,BUMP,$0,C06427,11,Short,Morning,,,,,,OTHER
hope youre day is going good 😋😋,BUMP,$0,C06428,7,Short,Evening,,2025-08-05 10:22,George,1,Tori Rae,OTHER
do i make you nervous or is it just me? 🙈,BUMP,$0,C06429,11,Short,Afternoon,,,,,,OTHER
I’m so tired but can’t sleep til I cum :/ will you help me?,BUMP,$0,C06430,14,Short,Morning,,,,,,OTHER
I’m so horny please help make me cum,BUMP,$0,C06431,8,Short,Late Night,,2025-07-29 02:43,Chu,1,Aurora Benson,OTHER
you know you want to see this sweet pussy,BUMP,$0,C06432,9,Short,Morning,,,,,,OTHER
"Come on, don’t be shy🫦 show me exactly how hard you are for me right now baby 🤭😈",BUMP,$0,C06433,18,Short,Evening,,,,,,OTHER
i bet youll wish it was you ;),BUMP,$0,C06434,8,Short,Morning,,,,,,OTHER
let me sit on your face daddy please,BUMP,$0,C06435,8,Short,Morning,,2025-08-07 09:34,Camsy,2,Tessa Thomas,OTHER
Don’t you love me in my white thong 🥺,BUMP,$0,C06436,9,Short,Morning,,,,,,OTHER
i lowkey want someone to ruin my sleep schedule tonight...😏,BUMP,$0,C06437,10,Short,Late Night,,,,,,OTHER
good morninggggg,BUMP,$0,C06438,2,Short,Evening,,2025-07-28 05:59,Camsy,1,Mia Foster,OTHER
Which one do you prefer baby? Sneaky touches or bold grabs?🤭🙈,BUMP,$0,C06439,11,Short,Evening,,,,,,OTHER
what’s one thing you’ve been dying to ask me but haven’t yet? 😘,BUMP,$0,C06440,13,Short,Afternoon,,2025-07-29 03:56,Chu,1,Hard4Ava,OTHER
My pretty tits are waiting for you 🥰🥰😘,BUMP,$0,C06441,8,Short,Evening,,2025-08-05 10:23,George,1,Tori Rae,OTHER
please rip my panties off,BUMP,$0,C06442,5,Short,Late Night,,2025-08-27 02:44,Phil,1,Adrianna Rodriquez,G/G
Discount for today only 😘 don’t miss out!🥰🥰,BUMP,$0,C06443,8,Short,Overnight,,2025-07-25 23:43,Camsy,1,Cali Love,OTHER
I know you want to watch my sweet pussy get fucked😉 Don't miss out ❤️,BUMP,$0,C06444,15,Short,Morning,,2025-07-24 04:30,Camsy,1,Tessa Thomas,OTHER
are you gonna join me or what 😈 dont miss this steamy shower session 😉,BUMP,$0,C06445,15,Short,Afternoon,,,,,,OTHER
i know you wanna see my wet little pussy baby ;),BUMP,$0,C06446,11,Short,Late Night,,,,,,OTHER
watch me suck my crushs dick 😈,BUMP,$0,C06447,7,Short,Morning,,,,,,BJ
Please daddy I want you to watch me suck you off 🥺,BUMP,$0,C06448,12,Short,Morning,,,,,,G/G
deleting soon... don’t miss out,BUMP,$0,C06449,5,Short,Afternoon,,,,,,OTHER
Watch me fuck myself in the shower😘 pleaseee daddy 🥺🥺,BUMP,$0,C06450,10,Short,Afternoon,,,,,,OTHER
Got something hard I can sit on? 😈,BUMP,$0,C06451,8,Short,Late Night,,2025-07-27 02:06,Chu,2,Scarlette Rose,OTHER
i know you wanna see meeee,BUMP,$0,C06452,6,Short,Morning,,2025-07-25 23:44,Camsy,1,Cali Love,OTHER
is it bad that i kinda love making you think about me like this?,BUMP,$0,C06453,14,Short,Afternoon,,,,,,OTHER
ik u want to c moreeee😈,BUMP,$0,C06454,6,Short,Morning,,2025-07-28 06:00,Camsy,1,Cali Love,OTHER
Heyyyyyy 🥰,BUMP,$0,C06455,2,Short,Morning,,,,,,OTHER
Just got back from the gym 💪 I need my post workout squirt,BUMP,$0,C06456,13,Short,Morning,,,,,,SQUIRT
i know you wanna see me suck and fuck baby,BUMP,$0,C06457,10,Short,Morning,,,,,,BJ
also... good morning,BUMP,$0,C06458,3,Short,Afternoon,,,,,,OTHER
Play with my tits baby👅🍒,BUMP,$0,C06459,5,Short,Evening,,2025-07-25 23:44,Camsy,1,Cali Love,OTHER
tell me... are you looking at me the way i’m thinking about you?,BUMP,$0,C06460,13,Short,Late Night,,,,,,OTHER
"i know you like that preview baby, just go ahead and open it up for a sweet surprise 🥰",BUMP,$0,C06461,19,Short,Morning,,2025-08-27 03:08,Phil,1,Adrianna Rodriquez,OTHER
Are you still up babe?😊,BUMP,$0,C06462,5,Short,Late Night,,,,,,OTHER
What’s something that always makes you laugh?😄,BUMP,$0,C06463,7,Short,Morning,,2025-08-27 03:04,Phil,1,Adrianna Rodriquez,OTHER
do u like my braces🥺,BUMP,$0,C06464,5,Short,Afternoon,,,,,,OTHER
post workout hottie over here 😉,BUMP,$0,C06465,6,Short,Afternoon,,,,,,OTHER
pull my panties off baby,BUMP,$0,C06466,5,Short,Evening,,,,,,G/G
bet youd like to see these tan lines on my pussy 🥰,BUMP,$0,C06467,12,Short,Evening,,,,,,OTHER
What kind of trouble do you usually get into after dark?🤭,BUMP,$0,C06468,11,Short,Evening,,,,,,OTHER
Are you the type of person who likes to take control or be led?😉,BUMP,$0,C06469,14,Short,Afternoon,,2025-07-24 09:46,Gee,1,Isabella Kinsley,OTHER
What do you think makes someone irresistibly sexy?🙈,BUMP,$0,C06470,8,Short,Morning,,2025-07-28 10:02,Gee,1,Isabella Kinsley,OTHER
i know you cant resist my BEST bundle yet 🥺 cum and have a peak 🥰,BUMP,$0,C06471,16,Short,Morning,,,,,,BUNDLE
my pussy is waiting for you 💦💦,BUMP,$0,C06472,7,Short,Morning,,2025-07-29 03:56,Chu,1,Hard4Ava,OTHER
do you like my lace bra? i bet you wanna see what it looks like underneath 😉,BUMP,$0,C06473,17,Short,Morning,,,,,,OTHER
my legs are spread for youuuuuuu,BUMP,$0,C06474,6,Short,Afternoon,,,,,,OTHER
pretty in purple 😈😈😈,BUMP,$0,C06475,4,Short,Morning,,,,,,OTHER
tell me something you’d whisper in my ear if we were lying in bed together🥰,BUMP,$0,C06476,15,Short,Late Night,,2025-07-29 03:57,Chu,1,Hard4Ava,OTHER
What’s the most romantic thing someone has ever done for you?🤭,BUMP,$0,C06477,11,Short,Late Night,,,,,,OTHER
Watch me get fucked daddy I’m begging you,BUMP,$0,C06478,8,Short,Morning,,,,,,OTHER
wish i was suckin your dick daddy 🥺,BUMP,$0,C06479,8,Short,Morning,,,,,,BJ
How do you prefer to relax after a busy day?😉,BUMP,$0,C06480,10,Short,Evening,,2025-08-21 19:47,George,2,Dianna Grace,OTHER
Is there something you’ve always wanted to try but haven’t yet?😊,BUMP,$0,C06481,11,Short,Afternoon,,,,,,OTHER
"Im sad rn, wanna make me feel better? 🥺",BUMP,$0,C06482,9,Short,Evening,,2025-07-28 06:01,Camsy,1,Cali Love,OTHER
Where do you wanna blow your load 😈,BUMP,$0,C06483,8,Short,Late Night,,2025-08-03 00:43,Camsy,2,Tessa Thomas,OTHER
OF has turned me to the best dick taking goddess ever i love it,BUMP,$0,C06484,14,Short,Evening,,,,,,OTHER
Can we have some fun before I go live tn❤️,BUMP,$0,C06485,10,Short,Overnight,,,,,,OTHER
**CAREFUL YOU WILL EXPLODE 🙈** My vips get to see all of my ***craziest content*** that youve been missing out on this whole time 👀 I added my lil info card to show you the original price of it 🚨 but for today only 🚨 **im doing my VIP $90 only🤯😳 ***Ive never done this before*** and im not going to keep this offer up for long**,BUMP,$0,C06486,67,Long,Afternoon,,,,,,G/G
my last few vids have been crazy 🤭💦,BUMP,$0,C06487,8,Short,Afternoon,,,,,,OTHER
**Crazy deals going on today 😻🤯**,BUMP,$0,C06488,6,Short,Afternoon,,2025-07-25 23:45,Camsy,1,Cali Love,OTHER
When did you last stroke that cock for me daddyyy? 🥵,BUMP,$0,C06489,11,Short,Overnight,,2025-07-25 23:45,Camsy,1,Cali Love,OTHER
🚨 **VIP** 🚨 ***SPECIAL*** 🚨 75% ALL CUSTOMS 🥵 20+ FREE NUDES😈 VIP SNAP FOR LIFE ⭐️ MY FULL SEXTAPE😳 ***ALL WITH A $50 TIP*** 🥵,BUMP,$0,C06490,26,Medium,Late Night,,,,,,OTHER
🚨 VIP 🚨 SPECIAL 🚨 75% ALL CUSTOMS 🥵 20+ FREE NUDES😈 VIP SNAP FOR LIFE ⭐️ MY FULL SEXTAPE😳 ALL WITH A $100 TIP 🥵,BUMP,$0,C06491,26,Medium,Afternoon,,,,,,OTHER
How can I make ya day even better? 🥰,BUMP,$0,C06492,9,Short,Afternoon,,,,,,OTHER
"I cant believe I just did what I did, would you like to see baby? 😈",BUMP,$0,C06493,16,Short,Afternoon,,,,,,OTHER
babe sent a bunch of crazy content go check 💦💦💦💦👸🏻,BUMP,$0,C06494,10,Short,Evening,,2025-07-25 23:46,Camsy,1,Cali Love,OTHER
dont miss my last mesage 🙈😋,BUMP,$0,C06495,6,Short,Evening,,2025-08-21 00:35,John,1,Nora Rhodes,OTHER
Got any fun plans tonight? 😏,BUMP,$0,C06496,6,Short,Evening,,2025-08-06 04:46,George,2,Kay Claire,OTHER
Isnt my throat deep as fuck🤪,BUMP,$0,C06497,6,Short,Afternoon,,,,,,OTHER
I know you want to see how good i take a real cock 🤗,BUMP,$0,C06498,14,Short,Afternoon,,,,,,OTHER
UNCUT VERSION GOIN OUT TO MY VIP DADDIES 👀,BUMP,$0,C06499,9,Short,Morning,,,,,,OTHER
What do you think I taste like? 👅,BUMP,$0,C06500,8,Short,Afternoon,,2025-07-26 12:46,Mayette,1,Angel,OTHER
Are you a dom or sub? 🤔,BUMP,$0,C06501,7,Short,Overnight,,2025-07-26 12:46,Mayette,1,Angel,DOM/SUB
do u like it soft or spicy? asking for... research 🤭,BUMP,$0,C06502,11,Short,Afternoon,,2025-07-26 12:46,Mayette,1,Angel,OTHER
Would you creampie me if I let you?,BUMP,$0,C06503,8,Short,Afternoon,,2025-07-30 23:03,Camsy,2,Tessa Thomas,ANAL
I hate it when you're quiet What's up with you? 😏,BUMP,$0,C06504,11,Short,Afternoon,,2025-07-26 12:47,Mayette,1,Angel,OTHER
what do u wanna see more of? i’m curious 👀,BUMP,$0,C06505,10,Short,Late Night,,2025-07-26 12:47,Mayette,1,Angel,OTHER
I've been a good girl for a while... I wanna be bad for you tn 😈,BUMP,$0,C06506,16,Short,Overnight,,,,,,OTHER
made some more b/g content... do you want to be the first to see it??🫣🙈,BUMP,$0,C06507,15,Short,Morning,,,,,,B/G
just got some crazyyyy dick im going to be sending it to you in a sec😈💦,BUMP,$0,C06508,16,Short,Morning,,,,,,OTHER
You’d be surprised what I could do with just my fingers... wanna find out? 😈,BUMP,$0,C06509,15,Short,Overnight,,,,,,OTHER
"I can’t stop thinking about you, is that bad? 🤭",BUMP,$0,C06510,10,Short,Afternoon,,,,,,OTHER
Sext me I’m bored,BUMP,$0,C06511,4,Short,Afternoon,,,,,,OTHER
daddy watch me pretend to suck in your fat cock,BUMP,$0,C06512,10,Short,Morning,,,,,,BJ
i NEED YOUR COCK IN ME,BUMP,$0,C06513,6,Short,Morning,,2025-07-24 06:10,Camsy,1,Tessa Thomas,OTHER
can you fit?,BUMP,$0,C06514,3,Short,Morning,,,,,,OTHER
am i pretty enough for you 🥺,BUMP,$0,C06515,7,Short,Afternoon,,2025-07-28 06:01,Camsy,1,Cali Love,OTHER
ughhh i need dick in me now,BUMP,$0,C06516,7,Short,Afternoon,,,,,,OTHER
i want to make you sleepy ;),BUMP,$0,C06517,7,Short,Afternoon,,,,,,OTHER
do you ever think about me when you're alone?,BUMP,$0,C06518,9,Short,Afternoon,,2025-08-09 22:29,Camsy,2,Cali Love,OTHER
That’s my best titty content just for you daddy,BUMP,$0,C06519,9,Short,Morning,,2025-07-25 23:47,Camsy,1,Cali Love,OTHER
